"setNumber","setName","ageGroup","rating","themeGroup","theme","subtheme","pieces","minifigs","RRP","PPP","yearReleased","packaging","availability","instructions","setType"
"311-4","Airplanes",NA,NA,"Basic","System","Vehicle","79",NA,NA,NA,"1961",NA,NA,NA,"Normal"
"312-4","Boats",NA,NA,"Basic","System","Vehicle","107",NA,NA,NA,"1961",NA,NA,NA,"Normal"
"400-2","Small Wheels with Axles","3 - 12",NA,"Vintage","Samsonite","Supplemental","12",NA,"$0.75","6.3c","1961","Box","Retail",NA,"Normal"
"518-2","2 X 4 Plate (Flat Roof Bricks with 8 Studs)","3 - 12",NA,"Vintage","Samsonite","Supplemental","24",NA,"$0.50","2.1c","1961","Box","Retail",NA,"Normal"
"519-3","2 X 3 Plate (Flat Roof Bricks with 6 Studs)","3 - 12",NA,"Vintage","Samsonite","Supplemental","30",NA,"$0.50","1.7c","1961","Box","Retail",NA,"Normal"
"520-4","2 X 2 Plate (Flat Roof Bricks with 4 Studs)","3 - 12",NA,"Vintage","Samsonite","Supplemental","40",NA,"$0.50","1.3c","1961","Box","Retail",NA,"Normal"
"700-3","10 X 20 Large Base Plate",NA,NA,"Vintage","Samsonite","Supplemental","2",NA,"$0.50","25.0c","1961",NA,"Retail",NA,"Normal"
"702-2","Small Basic Set",NA,NA,"Vintage","Samsonite","Basic Set","109",NA,"$1.95","1.8c","1961","Box","Retail",NA,"Normal"
"703-2","Small Basic Set",NA,NA,"Vintage","Samsonite","Basic Set",NA,NA,"$2.95",NA,"1961","Box","Retail",NA,"Normal"
"705-2","Small Basic Set (Flat Box)",NA,NA,"Vintage","Samsonite","Basic Set",NA,NA,"$4.95",NA,"1961","Box","Retail",NA,"Normal"
"708-2","Medium Basic Set (Flat Box)",NA,NA,"Vintage","Samsonite","Basic Set",NA,NA,"$7.95",NA,"1961","Box","Retail",NA,"Normal"
"711-2","Large Basic Set (Flat Box)",NA,NA,"Vintage","Samsonite","Basic Set",NA,NA,"$10.95",NA,"1961","Box","Retail",NA,"Normal"
"717-1","Junior Constructor",NA,NA,"Vintage","Samsonite","Basic Set","510",NA,"$16.95","3.3c","1961","Box","Retail",NA,"Normal"
"725-3","Town Plan",NA,NA,"Vintage","Samsonite","Town Plan","711",NA,"$25.00","3.5c","1961","Box","Retail",NA,"Normal"
"810-2","Town Plan - Continental European",NA,NA,"Basic","System","Town Plan","760",NA,NA,NA,"1961",NA,NA,NA,"Normal"
"214_1-1","1 x 6 x 3 Window with Frame",NA,NA,"Basic","System","Supplemental",NA,NA,NA,NA,"1961",NA,NA,NA,"Other"
"214_1-2","1 x 6 x 3 Window with Frame","3 - 12",NA,"Vintage","Samsonite","Supplemental","6",NA,"$0.50","8.3c","1961","Box","Retail",NA,"Other"
"214_10-1","1 x 2 x 4 Glass Door in Frame, Left",NA,NA,"Basic","System","Supplemental",NA,NA,NA,NA,"1961",NA,NA,NA,"Other"
"214_10-2","1 x 2 x 4 Glass Door in Frame","3 - 12",NA,"Vintage","Samsonite","Supplemental","13",NA,"$0.50","3.8c","1961","Box","Retail",NA,"Other"
"214_2-1","1 x 6 x 2 Triple-Pane Window in Frame",NA,NA,"Basic","System","Supplemental",NA,NA,NA,NA,"1961",NA,NA,NA,"Other"
"214_2-2","1 x 6 x 2 Triple-Pane Window in Frame","3 - 12",NA,"Vintage","Samsonite","Supplemental","8",NA,"$0.50","6.3c","1961","Box","Retail",NA,"Other"
"214_3-1","1 x 6 x 2 Double-Pane Window in Frame w/Shutters",NA,NA,"Basic","System","Supplemental",NA,NA,NA,NA,"1961",NA,NA,NA,"Other"
"214_3-2","1 x 6 x 2 Double-Pane Window in Frame w/Shutters","3 - 12",NA,"Vintage","Samsonite","Supplemental","8",NA,"$0.50","6.3c","1961","Box","Retail",NA,"Other"
"214_4-1","1 x 4 x 2 Window in Frame",NA,NA,"Basic","System","Supplemental",NA,NA,NA,NA,"1961",NA,NA,NA,"Other"
"214_4-2","1 x 4 x 2 Window in Frame","3 - 12",NA,"Vintage","Samsonite","Supplemental","9",NA,"$0.50","5.6c","1961","Box","Retail",NA,"Other"
"214_5-1","1 x 3 x 2 Window in Frame",NA,NA,"Basic","System","Supplemental",NA,NA,NA,NA,"1961",NA,NA,NA,"Other"
"214_5-2","1 x 3 x 2 Window in Frame","3 - 12",NA,"Vintage","Samsonite","Supplemental","12",NA,"$0.50","4.2c","1961","Box","Retail",NA,"Other"
"214_6-1","1 x 2 x 2 Window in Frame",NA,NA,"Basic","System","Supplemental",NA,NA,NA,NA,"1961",NA,NA,NA,"Other"
"214_6-2","1 x 2 x 2 Window in Frame","3 - 12",NA,"Vintage","Samsonite","Supplemental","15",NA,"$0.50","3.3c","1961","Box","Retail",NA,"Other"
"214_7-1","1 x 1 x 2 Window Frame",NA,NA,"Basic","System","Supplemental",NA,NA,NA,NA,"1961",NA,NA,NA,"Other"
"214_7-2","1 x 1 x 2 Window Frame","3 - 12",NA,"Vintage","Samsonite","Supplemental","19",NA,"$0.50","2.6c","1961","Box","Retail",NA,"Other"
"214_8-1","1 x 2 x 1 Window Frame",NA,NA,"Basic","System","Supplemental",NA,NA,NA,NA,"1961",NA,NA,NA,"Other"
"214_8-2","1 x 2 x 1 Window Frame","3 - 12",NA,"Vintage","Samsonite","Supplemental","19",NA,"$0.50","2.6c","1961","Box","Retail",NA,"Other"
"214_9-1","1 x 1 x 1 Window Frame",NA,NA,"Basic","System","Supplemental",NA,NA,NA,NA,"1961",NA,NA,NA,"Other"
"214_9-2","1 x 1 x 1 Window Frame","3 - 12",NA,"Vintage","Samsonite","Supplemental","20",NA,"$0.50","2.5c","1961","Box","Retail",NA,"Other"
"225_A-1","1 x 6 Beams","3 - 12",NA,"Vintage","Samsonite","Supplemental","13",NA,"$0.50","3.8c","1961","Box","Retail",NA,"Other"
"225_B-1","1 x 8 Beams","3 - 12",NA,"Vintage","Samsonite","Supplemental","12",NA,"$0.50","4.2c","1961","Box","Retail",NA,"Other"
"227_L-1","4 x 8 Left Curve Plates","3 - 12",NA,"Vintage","Samsonite","Supplemental","10",NA,"$0.50","5.0c","1961","Box","Retail",NA,"Other"
"227_R-1","4 x 8 Right Curve Plates","3 - 12",NA,"Vintage","Samsonite","Supplemental","10",NA,"$0.50","5.0c","1961","Box","Retail",NA,"Other"
"229_A-1","6 x 8 Plates","3 - 12",NA,"Vintage","Samsonite","Supplemental","8",NA,"$0.50","6.3c","1961","Box","Retail",NA,"Other"
"229_B-1","2 x 8 Plates","3 - 12",NA,"Vintage","Samsonite","Supplemental","10",NA,"$0.50","5.0c","1961","Box","Retail",NA,"Other"
"242A-1","International Flags - Italy, Switzerland, Belgium, Germany, Netherlands",NA,NA,"Basic","System","Supplemental","5",NA,NA,NA,"1961",NA,NA,NA,"Other"
"242B-1","International Flags - Britain, France, Austria, Portugal, LEGO",NA,NA,"Basic","System","Supplemental","5",NA,NA,NA,"1961",NA,NA,NA,"Other"
"521_2-1","1 x 1 and 1 x 2 Plates","3 - 12",NA,"Vintage","Samsonite","Supplemental","80",NA,"$0.50","0.6c","1961","Box","Retail",NA,"Other"
"700_5-3","Canister Set (Switzerland)",NA,NA,"Basic","System",NA,NA,NA,NA,NA,"1961","Canister",NA,NA,"Other"
"700L-1","Empty Kindergarten LEGO Box",NA,NA,"Educational","Dacta","Classic",NA,NA,NA,NA,"1961",NA,NA,NA,"Other"
"200-5","LEGO Town Plan Board, UK / Australian Cardboard Version",NA,NA,"Basic","System","Town Plan","1",NA,NA,NA,"1962",NA,NA,NA,"Normal"
"518-1","2 x 4 Plates (cardboard box version)",NA,NA,"Basic","System","Supplemental","24",NA,NA,NA,"1962",NA,NA,NA,"Normal"
"518-9","2 x 4 Plates (architectural hobby und modelbau version)",NA,NA,"Basic","System","Architecture","26",NA,NA,NA,"1962",NA,NA,NA,"Normal"
"519-1","2 x 3 Plates (cardboard box version)",NA,NA,"Basic","System","Supplemental","30",NA,NA,NA,"1962",NA,NA,NA,"Normal"
"519-9","2 x 3 Plates (architectural hobby und modelbau version)",NA,NA,"Basic","System","Architecture","32",NA,NA,NA,"1962",NA,NA,NA,"Normal"
"520-2","2 x 2 Plates (cardboard box version)",NA,NA,"Basic","System","Supplemental","40",NA,NA,NA,"1962",NA,NA,NA,"Normal"
"520-3","2 x 2 Plates (architectural hobby und modelbau version)",NA,NA,"Basic","System","Architecture","42",NA,NA,NA,"1962","Plastic box",NA,NA,"Normal"
"521-1","1 x 1 and 1 x 2 Plates (cardboard box version)",NA,NA,"Basic","System","Supplemental","80",NA,NA,NA,"1962",NA,NA,NA,"Normal"
"521-9","1 x 1 and 1 x 2 Plates (architectural hobby und modelbau version)",NA,NA,"Basic","System","Architecture","82",NA,NA,NA,"1962",NA,NA,NA,"Normal"
"704-3","Small Basic Set (Canister)",NA,NA,"Vintage","Samsonite","Basic Set",NA,NA,NA,NA,"1962","Canister","Retail - limited",NA,"Normal"
"706-2","Medium Basic Set (Canister)",NA,NA,"Vintage","Samsonite","Basic Set",NA,NA,NA,NA,"1962",NA,NA,NA,"Normal"
"710-4","Wooden Storage Box with Contents",NA,NA,"Basic","System","Wooden Box Set","493",NA,NA,NA,"1962",NA,NA,NA,"Normal"
"710-5","Large Basic Set (Canister)",NA,NA,"Vintage","Samsonite","Basic Set",NA,NA,NA,NA,"1962","Canister","Retail - limited",NA,"Normal"
"750-2","Hobby and Model Box",NA,NA,"Basic","System","Architecture",NA,NA,NA,NA,"1962",NA,NA,NA,"Normal"
"751-2","Hobby and Model Box",NA,NA,"Basic","System","Architecture",NA,NA,NA,NA,"1962",NA,NA,NA,"Normal"
"752-1","Hobby and Model Box",NA,NA,"Basic","System","Architecture",NA,NA,NA,NA,"1962",NA,NA,NA,"Normal"
"810-4","Town Plan - UK, Cardboard box",NA,NA,"Basic","System","Town Plan","755",NA,NA,NA,"1962",NA,NA,NA,"Normal"
"229_1-1","2 x 8 Plates",NA,NA,"Basic","System","Supplemental","8",NA,NA,NA,"1962","Box","Retail",NA,"Other"
"261-3","1:87 VW Beetle with Garage",NA,NA,"Basic","System","HO 1:87 Vehicles","3",NA,NA,NA,"1963",NA,NA,NA,"Normal"
"266-2","1:87 Mercedes 190 SL with Garage",NA,NA,"Basic","System","HO 1:87 Vehicles","3",NA,NA,NA,"1963",NA,NA,NA,"Normal"
"267-1","1:87 VW 1500 Limousine with Garage",NA,NA,"Basic","System","HO 1:87 Vehicles","3",NA,NA,NA,"1963",NA,NA,NA,"Normal"
"268-2","1:87 Ford Taunus 17M with Garage",NA,NA,"Basic","System","HO 1:87 Vehicles","3",NA,NA,NA,"1963",NA,NA,NA,"Normal"
"314-2","Large & Small Wheels & Turn-Table",NA,NA,"Basic","System","Vehicle","35",NA,NA,NA,"1963",NA,NA,NA,"Normal"
"315-3","European Taxi",NA,NA,"Basic","System","Vehicle","40",NA,NA,NA,"1963",NA,NA,NA,"Normal"
"316-2","Farm Tractor",NA,NA,"Basic","System","Vehicle","49",NA,NA,NA,"1963",NA,NA,NA,"Normal"
"317-1","Truck",NA,NA,"Basic","System","Vehicle","125",NA,NA,NA,"1963",NA,NA,NA,"Normal"
"318-1","Windmill Set",NA,NA,"Basic","System","Building","153",NA,NA,NA,"1963","Box","Retail",NA,"Normal"
"400-4","Small Wheels with Axles (System)",NA,NA,"Basic","System","Supplemental","12",NA,NA,NA,"1963",NA,NA,NA,"Normal"
"450-2","Deluxe Building Set","4 - 9",NA,"Vintage","Samsonite","Basic set","450",NA,"$10.95","2.4c","1963","Box","Retail",NA,"Normal"
"605-4","Wheel Toy",NA,NA,"Vintage","Samsonite","Basic Set","180",NA,NA,NA,"1963","Box","Retail",NA,"Normal"
"615-1","Samsonite Gift Set","5 - 10",NA,"Vintage","Samsonite","Basic Set","615",NA,"$14.95","2.4c","1963","Box","Retail",NA,"Normal"
"705-3","Medium Basic Set (tall box)",NA,NA,"Vintage","Samsonite","Basic Set",NA,NA,"$4.95",NA,"1963","Box","Retail",NA,"Normal"
"711-4","Wooden Storage Box Large, Empty",NA,NA,"Basic","System","Wooden Box Set",NA,NA,NA,NA,"1963",NA,NA,NA,"Normal"
"712-2","Wooden Storage Box Medium with Contents",NA,NA,"Basic","System","Wooden Box Set","307",NA,NA,NA,"1963",NA,NA,NA,"Normal"
"713-1","Wooden Storage Box Medium, Empty",NA,NA,"Basic","System","Wooden Box Set",NA,NA,NA,NA,"1963",NA,NA,NA,"Normal"
"905-1","Doll Set",NA,NA,"Vintage","Samsonite","Basic Set","266",NA,NA,NA,"1963","Box","Retail",NA,"Normal"
"1605-2","Wheel Toy Set",NA,NA,"Vintage","Samsonite","Basic Set","189",NA,NA,NA,"1963","Canister","Retail",NA,"Normal"
"1905-2","Doll Set (Canister)",NA,NA,"Vintage","Samsonite","Basic Set","277",NA,NA,NA,"1963","Canister","Retail - limited",NA,"Normal"
"7100-1","Samsonite Large Educational Set",NA,NA,"Vintage","Samsonite","Educational","3250",NA,"$100.00","3.1c","1963","Wooden box","Educational",NA,"Normal"
"242_1-1","6 International Flags -1-",NA,NA,"Basic","System","Supplemental",NA,NA,NA,NA,"1963",NA,NA,NA,"Other"
"242_2-1","6 International Flags -2-",NA,NA,"Basic","System","Supplemental",NA,NA,NA,NA,"1963",NA,NA,NA,"Other"
"242_3-1","6 International Flags -3-",NA,NA,"Basic","System","Supplemental",NA,NA,NA,NA,"1963",NA,NA,NA,"Other"
"600_1-1","Basic Set",NA,NA,"Basic","System","Basic Set",NA,NA,NA,NA,"1963",NA,NA,NA,"Other"
"040-1","Basic Building Set in Cardboard",NA,NA,"Basic","System","Basic Set","287",NA,NA,NA,"1964",NA,NA,NA,"Normal"
"041-1","Pre-School Beginners Set",NA,NA,"Vintage","Samsonite","Jumbo Bricks","24",NA,"$4.95","20.6c","1964","Box",NA,NA,"Normal"
"050-1","Basic Building Set in Cardboard",NA,NA,"Basic","System","Basic Set","287",NA,NA,NA,"1964",NA,NA,NA,"Normal"
"105-4","Pre-School Beginners Set",NA,NA,"Vintage","Samsonite","Jumbo Bricks","24",NA,NA,NA,"1964","Box",NA,NA,"Normal"
"303-2","Aeroplane",NA,NA,"Basic","System","Vehicle","46",NA,NA,NA,"1964",NA,NA,NA,"Normal"
"304-2","Tractor & Trailer",NA,NA,"Basic","System","Vehicle","82",NA,NA,NA,"1964",NA,NA,NA,"Normal"
"305-2","Fire Engine",NA,NA,"Basic","System","Vehicle","170",NA,NA,NA,"1964",NA,NA,NA,"Normal"
"322-2","Town House",NA,NA,"Basic","System","Building","171",NA,NA,NA,"1964",NA,NA,NA,"Normal"
"323-1","Train",NA,NA,"Basic","System","Vehicle","253",NA,NA,NA,"1964",NA,NA,NA,"Normal"
"324-2","House with Garage",NA,NA,"Basic","System","Building","174",NA,NA,NA,"1964",NA,NA,NA,"Normal"
"395-3","New York World Fair Promo",NA,NA,"Basic","System","Basic Set",NA,NA,NA,NA,"1964",NA,NA,NA,"Normal"
"396-2","New York World Fair Promo",NA,NA,"Basic","System","Basic Set",NA,NA,NA,NA,"1964",NA,NA,NA,"Normal"
"401-3","Large Wheels with Axles (System)",NA,NA,"Basic","System","Supplemental","7",NA,NA,NA,"1964",NA,NA,NA,"Normal"
"402-2","White Turntables",NA,NA,"Basic","System","Supplemental","5",NA,NA,NA,"1964",NA,NA,NA,"Normal"
"472-1","1:87 Nine Models",NA,NA,"Basic","System","HO 1:87 Vehicles",NA,NA,NA,NA,"1964",NA,NA,NA,"Normal"
"650-2","1:87 Mercedes Esso Tanker",NA,NA,"Basic","System","HO 1:87 Vehicles","1",NA,NA,NA,"1964",NA,NA,NA,"Normal"
"651-2","1:87 Mercedes Truck",NA,NA,"Basic","System","HO 1:87 Vehicles","1",NA,NA,NA,"1964",NA,NA,NA,"Normal"
"652-1","1:87 Mercedes Truck/Trailer",NA,NA,"Basic","System","HO 1:87 Vehicles","1",NA,NA,NA,"1964",NA,NA,NA,"Normal"
"653-2","1:87 Mercedes Flatbed Truck",NA,NA,"Basic","System","HO 1:87 Vehicles",NA,NA,NA,NA,"1964",NA,NA,NA,"Normal"
"654-2","1:87 Mercedes Flatbed Truck/Trailer",NA,NA,"Basic","System","HO 1:87 Vehicles","1",NA,NA,NA,"1964",NA,NA,NA,"Normal"
"655-2","1:87 Mercedes Fire Truck",NA,NA,"Basic","System","HO 1:87 Vehicles","1",NA,NA,NA,"1964",NA,NA,NA,"Normal"
"656-2","1:87 Mercedes Tow Truck",NA,NA,"Basic","System","HO 1:87 Vehicles","1",NA,NA,NA,"1964",NA,NA,NA,"Normal"
"657-2","1:87 Mercedes Delivery Van",NA,NA,"Basic","System","HO 1:87 Vehicles","1",NA,NA,NA,"1964",NA,NA,NA,"Normal"
"658-2","1:87 VW Van",NA,NA,"Basic","System","HO 1:87 Vehicles","1",NA,NA,NA,"1964",NA,NA,NA,"Normal"
"659-2","1:87 VW Pickup",NA,NA,"Basic","System","HO 1:87 Vehicles","1",NA,NA,NA,"1964",NA,NA,NA,"Normal"
"661-2","1:87 VW Beetle",NA,NA,"Basic","System","HO 1:87 Vehicles","1",NA,NA,NA,"1964",NA,NA,NA,"Normal"
"664-2","1:87 Mercedes 220 S",NA,NA,"Basic","System","HO 1:87 Vehicles","1",NA,NA,NA,"1964",NA,NA,NA,"Normal"
"665-1","1:87 Karmann Ghia",NA,NA,"Basic","System","HO 1:87 Vehicles","1",NA,NA,NA,"1964",NA,NA,NA,"Normal"
"666-1","1:87 Mercedes Sport",NA,NA,"Basic","System","HO 1:87 Vehicles","1",NA,NA,NA,"1964",NA,NA,NA,"Normal"
"667-1","1:87 VW 1500",NA,NA,"Basic","System","HO 1:87 Vehicles","1",NA,NA,NA,"1964",NA,NA,NA,"Normal"
"668-1","1:87 Ford Taunus 17M",NA,NA,"Basic","System","HO 1:87 Vehicles","1",NA,NA,NA,"1964",NA,NA,NA,"Normal"
"670-3","1:87 Jaguar E-Type with Garage",NA,NA,"Basic","System","HO 1:87 Vehicles","3",NA,NA,NA,"1964",NA,NA,NA,"Normal"
"671-3","1:87 Vauxhall Victor Estate with Garage",NA,NA,"Basic","System","HO 1:87 Vehicles","1",NA,NA,NA,"1964",NA,NA,NA,"Normal"
"799-1","Baseplate, Gray","3 - 12",NA,"Basic","System","Supplemental","1",NA,"$1.50","150.0c","1964",NA,"Retail",NA,"Normal"
"801-3","Space Rocket",NA,NA,"Vintage","Samsonite","Model Maker","115",NA,"$0.98","0.9c","1964","Blister pack","Retail",NA,"Normal"
"802-3","Player Piano",NA,NA,"Vintage","Samsonite","Model Maker","90",NA,"$0.98","1.1c","1964","Blister pack","Retail",NA,"Normal"
"803-3","Seesaw",NA,NA,"Vintage","Samsonite","Model Maker","47",NA,"$0.98","2.1c","1964","Blister pack","Retail",NA,"Normal"
"804-2","Building Crane",NA,NA,"Vintage","Samsonite","Model Maker","64",NA,"$0.98","1.5c","1964","Blister pack","Retail",NA,"Normal"
"805-2","3 Little Indians",NA,NA,"Vintage","Samsonite","Model Maker","89",NA,"$0.98","1.1c","1964","Blister pack","Retail",NA,"Normal"
"806-2","Cowboy & Pony",NA,NA,"Vintage","Samsonite","Model Maker","87",NA,"$0.98","1.1c","1964","Blister pack","Retail",NA,"Normal"
"700_4-4","Canister Set (Switzerland)",NA,NA,"Basic","System",NA,NA,NA,NA,NA,"1964","Canister",NA,NA,"Other"
"001-1","Gears","5 - 12",NA,"Vintage","Samsonite","Basic Set","43",NA,"$4.95","11.5c","1965","Box","Retail",NA,"Normal"
"002-1","4.5V Samsonite Gears Motor Set","6 - 12",NA,"Vintage","Samsonite","Basic Set","3",NA,"$4.95","165.0c","1965","Box",NA,NA,"Normal"
"005-1","Basic Building Set in Cardboard",NA,NA,"Basic","System","Basic Set","53",NA,NA,NA,"1965",NA,NA,NA,"Normal"
"010-1","Basic Building Set in Cardboard",NA,NA,"Basic","System","Basic Set","57",NA,NA,NA,"1965","Box","Retail",NA,"Normal"
"020-1","Basic Building Set in Cardboard",NA,NA,"Basic","System","Basic Set","94",NA,NA,NA,"1965",NA,NA,NA,"Normal"
"022-2","Doll Furniture",NA,NA,"Vintage","Samsonite","Basic Set","301",NA,NA,NA,"1965","Box",NA,NA,"Normal"
"030-1","Basic Building Set in Cardboard",NA,NA,"Basic","System","Basic Set","167",NA,NA,NA,"1965",NA,NA,NA,"Normal"
"060-2","Basic Building Set in Cardboard",NA,NA,"Basic","System","Basic Set",NA,NA,NA,NA,"1965",NA,NA,NA,"Normal"
"90-2","Educational Box - Empty",NA,NA,"Educational","Dacta","Classic",NA,NA,NA,NA,"1965",NA,NA,NA,"Normal"
"91-1","Educational Set 1 (Terapi I)",NA,NA,"Educational","Dacta","Classic",NA,NA,NA,NA,"1965",NA,NA,NA,"Normal"
"92-1","Educational Set 2 (Therapy II)",NA,NA,"Educational","Dacta","Classic",NA,NA,NA,NA,"1965",NA,NA,NA,"Normal"
"93-1","Educational Set 3 (Therapy III)",NA,NA,"Educational","Dacta","Classic",NA,NA,NA,NA,"1965",NA,NA,NA,"Normal"
"319-1","Truck with Trailer",NA,NA,"Basic","System","Vehicle","74",NA,NA,NA,"1965",NA,NA,NA,"Normal"
"320-2","Airplane",NA,NA,"Basic","System","Vehicle","120",NA,NA,NA,"1965",NA,NA,NA,"Normal"
"321-1","Clowns",NA,NA,"Basic","System","Basic Set","223",NA,NA,NA,"1965",NA,NA,NA,"Normal"
"326-1","Small Cottage",NA,NA,"Basic","System","Building","60",NA,NA,NA,"1965",NA,NA,NA,"Normal"
"409-1","38 Slimbricks Assorted Sizes (The Building Toy)",NA,NA,"Basic","System","Supplemental","38",NA,NA,NA,"1965",NA,NA,NA,"Normal"
"509-1","38 Slimbricks Assorted Sizes",NA,NA,"Basic","System","Supplemental","38",NA,NA,NA,"1965",NA,NA,NA,"Normal"
"510-2","Tiles",NA,NA,"Basic","System","Supplemental","52",NA,NA,NA,"1965",NA,NA,NA,"Normal"
"603-2","1:87 Citro+½n DS 19",NA,NA,"Basic","System","HO 1:87 Vehicles","1",NA,NA,NA,"1965",NA,NA,NA,"Normal"
"605-3","1:87 Fiat 1800",NA,NA,"Basic","System","HO 1:87 Vehicles","1",NA,NA,NA,"1965",NA,NA,NA,"Normal"
"607-2","1:87 VW Samba Bus",NA,NA,"Basic","System","HO 1:87 Vehicles","1",NA,NA,NA,"1965",NA,NA,NA,"Normal"
"610-3","Super Wheel Toy Set (long box version)",NA,NA,"Vintage","Samsonite","Basic Set","304",NA,NA,NA,"1965",NA,NA,NA,"Normal"
"610-4","Super Wheel Toy Set (tall box version)","6 - 12",NA,"Vintage","Samsonite","Basic Set","304",NA,"$9.95","3.3c","1965","Box","Retail",NA,"Normal"
"662-2","1:87 Opel Rekord",NA,NA,"Basic","System","HO 1:87 Vehicles","1",NA,NA,NA,"1965",NA,NA,NA,"Normal"
"698-2","1:87 12 Cars",NA,NA,"Basic","System","HO 1:87 Vehicles","12",NA,NA,NA,"1965",NA,NA,NA,"Normal"
"699-2","1:87 8 Trucks",NA,NA,"Basic","System","HO 1:87 Vehicles","8",NA,NA,NA,"1965",NA,NA,NA,"Normal"
"799-2","Giant Base Plate",NA,NA,"Vintage","Samsonite","Supplemental","1",NA,NA,NA,"1965","Shrink-wrapped","Retail",NA,"Normal"
"1610-3","Super Wheel Toy Set - Sears Exclusive",NA,NA,"Vintage","Samsonite","Basic Set",NA,NA,NA,NA,"1965",NA,NA,NA,"Normal"
"280_3-1","Assorted Bevelled Bricks",NA,NA,"Vintage","Samsonite","Supplemental","34",NA,"$0.50","1.5c","1965","Box","Retail",NA,"Other"
"700_4-2","Large Base Plates",NA,NA,"Vintage","Samsonite","Supplemental",NA,NA,NA,NA,"1965",NA,NA,NA,"Other"
"003-1","Master Mechanic Set","6 - 12",NA,"Vintage","Samsonite","Basic Set","418",NA,"$17.95","4.3c","1966","Box","Retail",NA,"Normal"
"004-1","Master Builder Set","6 - 12",NA,"Vintage","Samsonite","Basic Set","670",NA,"$19.95","3.0c","1966","Box","Retail",NA,"Normal"
"021-1","Wheel Set","4 - 10",NA,"Vintage","Samsonite","Basic Set","185",NA,"$4.95","2.7c","1966","Box","Retail",NA,"Normal"
"042-1","Jumbo Brick Pull Toy","1 - 4",NA,"Vintage","Samsonite","Jumbo Bricks","6",NA,"$3.50","58.3c","1966","Box","Retail",NA,"Normal"
"051-1","Assorted basic bricks - Red",NA,NA,"Vintage","Samsonite","Supplemental","50",NA,"$1.00","2.0c","1966","Box","Retail",NA,"Normal"
"052-1","Assorted basic bricks - White",NA,NA,"Vintage","Samsonite","Supplemental","50",NA,"$1.00","2.0c","1966","Box","Retail",NA,"Normal"
"053-1","Assorted basic bricks - Blue",NA,NA,"Vintage","Samsonite","Supplemental","50",NA,"$1.00","2.0c","1966","Box","Retail",NA,"Normal"
"054-1","Assorted basic bricks - Yellow",NA,NA,"Vintage","Samsonite","Supplemental","50",NA,"$1.00","2.0c","1966",NA,NA,NA,"Normal"
"055-1","Trees & Bushes",NA,NA,"Vintage","Samsonite","Supplemental","25",NA,"$1.00","4.0c","1966","Box","Retail",NA,"Normal"
"056-1","Windows & Doors",NA,NA,"Vintage","Samsonite","Supplemental","27",NA,"$1.50","5.6c","1966","Box","Retail",NA,"Normal"
"057-1","Large Wheels",NA,NA,"Vintage","Samsonite","Supplemental","17",NA,"$1.50","8.8c","1966","Box","Retail",NA,"Normal"
"058-1","Small wheels",NA,NA,"Vintage","Samsonite","Supplemental","26",NA,"$1.50","5.8c","1966","Box","Retail",NA,"Normal"
"059-1","Red Roof Bricks Pack",NA,NA,"Vintage","Samsonite","Supplemental","50",NA,"$1.00","2.0c","1966","Box","Retail",NA,"Normal"
"060-1","Assorted White Plates Pack",NA,NA,"Vintage","Samsonite","Supplemental","15",NA,"$1.00","6.7c","1966","Box","Retail",NA,"Normal"
"061-1","5 - 10X20 base plates - Green",NA,NA,"Vintage","Samsonite","Supplemental","5",NA,"$1.00","20.0c","1966","Shrink-wrapped","Retail",NA,"Normal"
"062-1","5 - 10X20 base plates - White",NA,NA,"Vintage","Samsonite","Supplemental","5",NA,"$1.00","20.0c","1966","Shrink-wrapped","Retail",NA,"Normal"
"063-1","5 - 10X20 base plates - Blue",NA,NA,"Vintage","Samsonite","Supplemental","5",NA,"$1.00","20.0c","1966","Shrink-wrapped","Retail",NA,"Normal"
"070-1","Universal Building Set",NA,NA,"Basic","System","Basic Set",NA,NA,NA,NA,"1966",NA,NA,NA,"Normal"
"093-1","Small Basic Set",NA,NA,"Vintage","Samsonite","Basic Set",NA,NA,NA,NA,"1966",NA,NA,NA,"Normal"
"99-1","Gift Set",NA,NA,"Vintage","Samsonite","Basic Set","99",NA,"$2.95","3.0c","1966","Box",NA,NA,"Normal"
"100-1","4.5V Motor with Wheels (Small Version)",NA,NA,"Modern day","Trains","Supplemental / 4.5V","16",NA,NA,NA,"1966",NA,NA,NA,"Normal"
"100-2","4.5V Motor with Wheels (Large Version)",NA,NA,"Modern day","Trains","Supplemental / 4.5V","27",NA,NA,NA,"1966",NA,NA,NA,"Normal"
"101-3","4.5V Battery Case",NA,NA,"Modern day","Trains","Supplemental / 4.5V","1",NA,NA,NA,"1966",NA,NA,NA,"Normal"
